0.210877, 0.003272, 0.000010, 0.000267, 2.014672, 0.581030, 0.000000, 7.199024, 0.064995
0.216151, 0.003248, 0.000008, 0.000278, 2.050721, 0.581977, 0.000000, 7.207622, 0.061499
0.214419, 0.003595, 0.000040, 0.002544, 1.730751, 0.677313, 0.000000, 11.435405, 0.127761
0.211055, 0.003638, 0.000039, 0.002462, 1.754644, 0.688360, 0.000000, 11.596049, 0.116333
0.216364, 0.003588, 0.000043, 0.002566, 1.823570, 0.700047, 0.000000, 11.582952, 0.124700
0.217477, 0.003599, 0.000043, 0.002574, 1.827758, 0.711611, 0.000000, 11.590781, 0.117930
0.216098, 0.003471, 0.000039, 0.002455, 1.823045, 0.687675, 0.000000, 11.583117, 0.113969
0.215735, 0.003536, 0.000040, 0.002590, 1.845798, 0.703712, 0.000000, 11.589918, 0.116801
0.216339, 0.002144, 0.000044, 0.002564, 1.752872, 0.652332, 0.000000, 11.396856, 0.116456
0.218742, 0.009366, 0.000041, 0.002557, 3.836920, 0.523958, 0.000000, 215.434914, 0.116889
0.214909, 0.002383, 0.000039, 0.002644, 1.721067, 0.665379, 0.000000, 11.436862, 0.115845
0.213853, 0.009285, 0.000040, 0.002589, 2.189038, 0.528053, 0.000000, 77.889071, 0.127439
0.217954, 0.009826, 0.000040, 0.002491, 2.530587, 0.527611, 0.000000, 141.030648, 0.117750
0.216177, 0.009410, 0.000041, 0.002523, 3.746725, 0.516906, 0.000000, 212.417934, 0.117447
0.215762, 0.009727, 0.000040, 0.002512, 4.073465, 0.531523, 0.000000, 275.883274, 0.114777
0.216950, 0.009378, 0.000042, 0.002591, 4.583392, 0.540524, 0.000000, 337.600646, 0.122276
0.216954, 0.009421, 0.000039, 0.002504, 6.450969, 0.526890, 0.000000, 408.028499, 0.115263
0.215728, 0.009514, 0.000041, 0.002605, 6.505960, 0.538120, 0.000000, 474.053943, 0.115571
0.215834, 0.003583, 0.000041, 0.002662, 1.755814, 0.670096, 0.000000, 11.382855, 0.117437
0.211692, 0.009280, 0.000041, 0.002574, 2.152535, 0.534054, 0.000000, 77.133588, 0.108000
0.214150, 0.009563, 0.000037, 0.002494, 2.647280, 0.544079, 0.000000, 139.608793, 0.122977
0.215781, 0.009294, 0.000044, 0.002654, 3.981323, 0.541117, 0.000000, 210.992486, 0.126997
0.214967, 0.008329, 0.000038, 0.002540, 4.036984, 0.545393, 0.000000, 273.164664, 0.123867
0.215194, 0.009514, 0.000038, 0.002480, 4.878123, 0.540136, 0.000000, 335.914271, 0.121961
0.211501, 0.009671, 0.000038, 0.002599, 6.615617, 0.540361, 0.000000, 405.645870, 0.115338
0.213100, 0.009709, 0.000041, 0.002591, 6.456309, 0.549443, 0.000000, 468.059891, 0.124546
0.212738, 0.009273, 0.000042, 0.002602, 8.059019, 0.543848, 0.000000, 536.568340, 0.115907
0.213795, 0.009343, 0.000046, 0.002626, 7.885236, 0.533325, 0.000000, 597.494313, 0.113243
0.214936, 0.008234, 0.000037, 0.002474, 8.459507, 0.527911, 0.000000, 660.553874, 0.116259
0.218400, 0.004221, 0.000039, 0.002490, 1.821662, 0.674888, 0.000000, 11.496874, 0.124790
0.216881, 0.008306, 0.000038, 0.002702, 1.969363, 0.526094, 0.000000, 77.786802, 0.116545
0.213396, 0.009220, 0.000040, 0.002497, 2.565547, 0.533544, 0.000000, 139.888735, 0.115659
0.217250, 0.009253, 0.000040, 0.002573, 3.990482, 0.522333, 0.000000, 209.979865, 0.117928
0.215231, 0.009237, 0.000038, 0.002520, 3.817654, 0.521984, 0.000000, 271.817856, 0.125034
0.219030, 0.009473, 0.000038, 0.002472, 4.828035, 0.523685, 0.000000, 333.796722, 0.125240
0.216368, 0.009129, 0.000038, 0.002898, 6.503632, 0.524727, 0.000000, 404.638324, 0.125539
0.213231, 0.009164, 0.000037, 0.002501, 6.382048, 0.524492, 0.000000, 465.412953, 0.110801
0.210926, 0.008760, 0.000038, 0.002475, 7.819679, 0.539153, 0.000000, 537.457736, 0.117180
0.216216, 0.009160, 0.000041, 0.002602, 8.029285, 0.534647, 0.000000, 596.900014, 0.116584
0.217328, 0.008218, 0.000037, 0.002521, 6.803434, 0.510361, 0.000000, 659.342681, 0.121802
0.213173, 0.002619, 0.000053, 0.002654, 21.278234, 0.633030, 0.000000, 139.601438, 0.117146
0.212491, 0.003396, 0.000040, 0.002514, 1.017119, 0.650693, 0.000000, 11.836240, 0.116763
0.214156, 0.009556, 0.000040, 0.002862, 0.751960, 0.528948, 0.000000, 77.232977, 0.109787
0.213763, 0.009097, 0.000044, 0.002562, 0.816541, 0.542748, 0.000000, 140.126017, 0.121933
0.214281, 0.008276, 0.000040, 0.002641, 0.659273, 0.528867, 0.000000, 210.441293, 0.109771
0.215778, 0.009363, 0.000039, 0.002454, 0.816849, 0.530651, 0.000000, 274.074800, 0.123973
0.216311, 0.009233, 0.000045, 0.002572, 0.789198, 0.545178, 0.000000, 335.714587, 0.122924
0.215239, 0.007856, 0.000039, 0.002447, 0.795502, 0.511783, 0.000000, 417.145889, 0.116287
0.216412, 0.008132, 0.000036, 0.002539, 0.781235, 0.521776, 0.000000, 469.193356, 0.124115
0.215938, 0.009075, 0.000044, 0.002618, 0.824067, 0.524151, 0.000000, 537.447168, 0.124687
0.214676, 0.009002, 0.000041, 0.002502, 0.767779, 0.519260, 0.000000, 602.416604, 0.125496
0.216963, 0.007895, 0.000042, 0.002650, 13.059911, 5.270499, 0.000000, 12579.803253, 0.124028
0.217168, 0.002208, 0.000050, 0.002679, 1.022997, 0.666380, 0.000000, 12.108980, 0.117061
0.215657, 0.007983, 0.000045, 0.002547, 0.687675, 0.536619, 0.000000, 77.738030, 0.124342
0.214151, 0.009204, 0.000041, 0.002588, 0.814988, 0.543757, 0.000000, 140.451615, 0.122656
0.217974, 0.009386, 0.000043, 0.002575, 0.722752, 0.525664, 0.000000, 210.255347, 0.113382
0.214889, 0.009744, 0.000045, 0.002565, 0.744998, 0.512538, 0.000000, 274.072264, 0.120687
0.214154, 0.008321, 0.000042, 0.002541, 0.815335, 0.518336, 0.000000, 336.226969, 0.124167
0.216546, 0.009735, 0.000042, 0.002516, 0.762738, 0.516435, 0.000000, 404.377704, 0.122266
0.218563, 0.009332, 0.000047, 0.002575, 0.808092, 0.531064, 0.000000, 468.103578, 0.115527
0.216877, 0.009112, 0.000042, 0.002563, 0.752137, 0.515638, 0.000000, 536.319442, 0.118958
